4.000000000000000000e+08,-7.206735992431640625e+01
4.055999999999999404e+08,-7.129693603515630684e+01
4.112000000000000000e+08,-7.145677185058589487e+01
4.167999999999999404e+08,-7.187400054931640625e+01
4.224000000000000000e+08,-7.200248718261720171e+01
4.280000000000000000e+08,-7.091456604003910513e+01
4.335999999999999404e+08,-6.997080993652339487e+01
4.392000000000000000e+08,-7.092668151855470171e+01
4.447999999999999404e+08,-7.172576141357420454e+01
4.504000000000000000e+08,-7.147405242919920454e+01
4.560000000000000000e+08,-7.135477447509769888e+01
4.615999999999999404e+08,-7.144585418701170454e+01
4.672000000000000000e+08,-7.152648162841799717e+01
4.727999999999999404e+08,-7.055010223388670454e+01
4.784000000000000000e+08,-7.075746917724609375e+01
4.840000000000000000e+08,-7.106282043457029829e+01
4.895999999999999404e+08,-7.119346618652339487e+01
4.952000000000000000e+08,-7.121630859375000000e+01
5.007999999999999404e+08,-7.122985839843750000e+01
5.064000000000000000e+08,-7.146682739257809658e+01
5.120000000000000000e+08,-7.136932373046880684e+01
5.176000000000000000e+08,-7.100135803222660513e+01
5.231999999999999404e+08,-7.103842926025390625e+01
5.287999999999999404e+08,-7.087168121337890625e+01
5.344000000000000000e+08,-7.088915252685549717e+01
5.400000000000000000e+08,-7.101461791992190342e+01
5.456000000000000000e+08,-7.068703460693359375e+01
5.511999999999998808e+08,-7.144519042968750000e+01
5.568000000000000000e+08,-6.961507415771480112e+01
5.624000000000000000e+08,-7.101213836669920454e+01
5.680000000000000000e+08,-7.124897766113279829e+01
5.736000000000000000e+08,-7.085606384277339487e+01
5.791999999999998808e+08,-7.115039825439450283e+01
5.848000000000000000e+08,-7.175961303710940342e+01
5.904000000000000000e+08,-7.108579254150390625e+01
5.960000000000000000e+08,-7.210742950439450283e+01
6.016000000000000000e+08,-7.109541320800779829e+01
6.071999999999998808e+08,-7.105155181884769888e+01
6.128000000000000000e+08,-7.150640106201170454e+01
6.184000000000000000e+08,-7.159539031982420454e+01
6.240000000000000000e+08,-7.168699645996089487e+01
6.296000000000000000e+08,-7.177860260009769888e+01
6.351999999999998808e+08,-7.100134277343750000e+01
6.408000000000000000e+08,-7.169967651367190342e+01
6.464000000000000000e+08,-7.172666168212890625e+01
6.520000000000000000e+08,-7.063001251220700283e+01
6.576000000000000000e+08,-7.180676269531250000e+01
6.631999999999998808e+08,-7.175083160400390625e+01
6.688000000000000000e+08,-7.171150970458980112e+01
6.744000000000000000e+08,-7.179499816894529829e+01
6.800000000000000000e+08,-7.151526641845700283e+01
6.856000000000000000e+08,-7.178036499023440342e+01
6.911999999999998808e+08,-7.179853057861329546e+01
6.968000000000000000e+08,-7.122220611572269888e+01
7.024000000000000000e+08,-7.130569458007809658e+01
7.080000000000000000e+08,-7.101420593261720171e+01
7.136000000000000000e+08,-7.112905120849609375e+01
7.191999999999998808e+08,-7.103485107421880684e+01
7.248000000000000000e+08,-7.094197845458980112e+01
7.304000000000000000e+08,-7.162124633789059658e+01
7.360000000000000000e+08,-7.185237121582029829e+01
7.416000000000000000e+08,-7.074688720703130684e+01
7.471999999999998808e+08,-7.076896667480470171e+01
7.528000000000000000e+08,-7.136461639404299717e+01
7.584000000000000000e+08,-6.976656341552730112e+01
7.640000000000000000e+08,-7.078553771972660513e+01
7.695999999999998808e+08,-7.105977630615230112e+01
7.751999999999998808e+08,-7.037370300292970171e+01
7.808000000000000000e+08,-7.071417999267579546e+01
7.864000000000000000e+08,-7.029766082763670454e+01
7.920000000000000000e+08,-6.972827911376950283e+01
7.975999999999998808e+08,-7.092179870605470171e+01
8.031999999999998808e+08,-7.036382293701170454e+01
8.088000000000000000e+08,-7.009067535400390625e+01
8.144000000000000000e+08,-7.102870178222660513e+01
8.200000000000000000e+08,-6.989323425292970171e+01
8.255999999999998808e+08,-7.071498107910160513e+01
8.311999999999998808e+08,-6.949327087402339487e+01
8.368000000000000000e+08,-7.047703552246089487e+01
8.424000000000000000e+08,-7.035675048828130684e+01
8.480000000000000000e+08,-7.072381591796880684e+01
8.535999999999998808e+08,-7.120586395263670454e+01
8.591999999999998808e+08,-7.081024932861329546e+01
8.648000000000000000e+08,-7.088066101074220171e+01
8.704000000000000000e+08,-7.113398742675779829e+01
8.760000000000000000e+08,-7.026236724853519888e+01
8.815999999999998808e+08,-7.145772552490230112e+01
8.871999999999998808e+08,-7.108390808105470171e+01
8.928000000000000000e+08,-7.093873596191410513e+01
8.984000000000000000e+08,-7.100914001464839487e+01
9.040000000000000000e+08,-6.998727416992190342e+01
9.095999999999998808e+08,-7.026803588867190342e+01
9.151999999999998808e+08,-6.897440338134769888e+01
9.208000000000000000e+08,-7.095355987548829546e+01
9.264000000000000000e+08,-7.076020812988279829e+01
9.320000000000000000e+08,-7.022714233398440342e+01
9.375999999999998808e+08,-6.929689788818359375e+01
9.431999999999998808e+08,-7.020627593994140625e+01
9.488000000000000000e+08,-7.053556823730470171e+01
9.544000000000000000e+08,-7.064691162109380684e+01
9.600000000000000000e+08,-7.125344085693359375e+01
9.655999999999998808e+08,-7.036658477783200283e+01
9.711999999999998808e+08,-7.045441436767579546e+01
9.768000000000000000e+08,-7.102958679199220171e+01
9.824000000000000000e+08,-7.086264038085940342e+01
9.880000000000000000e+08,-7.086815643310549717e+01
9.935999999999998808e+08,-7.036019134521480112e+01
9.991999999999998808e+08,-7.071717071533200283e+01
1.004800000000000000e+09,-7.107669830322269888e+01
1.010400000000000000e+09,-6.973620605468750000e+01
1.016000000000000000e+09,-7.093696594238279829e+01
1.021599999999999881e+09,-7.055679321289059658e+01
1.027200000000000000e+09,-7.123231506347660513e+01
1.032800000000000000e+09,-7.063787078857420454e+01
1.038399999999999881e+09,-7.014664459228519888e+01
1.044000000000000000e+09,-7.051773834228519888e+01
1.049599999999999881e+09,-7.093587493896480112e+01
1.055200000000000000e+09,-7.072686004638670454e+01
1.060800000000000000e+09,-6.917209625244140625e+01
1.066399999999999881e+09,-7.109407043457029829e+01
1.072000000000000000e+09,-7.124620819091799717e+01
1.077600000000000000e+09,-7.082679748535160513e+01
1.083200000000000000e+09,-7.071835327148440342e+01
1.088800000000000000e+09,-6.932425689697269888e+01
1.094399999999999762e+09,-7.078890228271480112e+01
1.100000000000000000e+09,-7.075362396240230112e+01
1.105600000000000000e+09,-7.101623535156250000e+01
1.111200000000000000e+09,-7.089733886718750000e+01
1.116800000000000000e+09,-7.126839447021480112e+01
1.122399999999999762e+09,-7.049099731445309658e+01
1.128000000000000000e+09,-7.133763885498049717e+01
1.133600000000000000e+09,-7.093320465087890625e+01
1.139200000000000000e+09,-7.121501159667970171e+01
1.144800000000000000e+09,-7.025428771972660513e+01
1.150399999999999762e+09,-7.008663940429690342e+01
1.156000000000000000e+09,-7.046904754638670454e+01
1.161600000000000000e+09,-7.058869934082029829e+01
1.167200000000000000e+09,-7.057917022705079546e+01
1.172800000000000000e+09,-7.086100006103519888e+01
1.178399999999999762e+09,-7.021125793457029829e+01
1.184000000000000000e+09,-7.059629821777339487e+01
1.189600000000000000e+09,-6.987184906005859375e+01
1.195200000000000000e+09,-7.070497131347660513e+01
1.200800000000000000e+09,-7.082994079589839487e+01
1.206399999999999762e+09,-7.055510711669920454e+01
1.212000000000000000e+09,-7.014047241210940342e+01
1.217600000000000000e+09,-6.897195434570309658e+01
1.223200000000000000e+09,-7.087384033203130684e+01
1.228800000000000000e+09,-6.895013427734380684e+01
1.234399999999999762e+09,-7.038484191894529829e+01
